person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.42830873]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.2658081]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.46957076]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.19053501]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.46713626]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.63316554]
Angela_Bassett&1,Angela_Bassett&5,[0.16750723]
Angela_Bassett&2,Angela_Bassett&5,[0.34007198]
Angela_Bassett&3,Angela_Bassett&4,[0.6736323]
Ann_Veneman&3,Ann_Veneman&5,[0.23610157]
Ann_Veneman&6,Ann_Veneman&10,[0.39000523]
Ann_Veneman&10,Ann_Veneman&11,[0.6039728]
Anthony_Fauci&1,Anthony_Fauci&2,[0.27536678]
Antony_Leung&1,Antony_Leung&2,[0.45928526]
Antony_Leung&2,Antony_Leung&3,[0.4539914]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.7483369]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.35226852]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.39385176]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.55207545]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.5903313]
Bernard_Law&2,Bernard_Law&3,[0.5720362]
Bernard_Law&3,Bernard_Law&4,[0.7231619]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.31306922]
Bill_Frist&2,Bill_Frist&9,[0.4581945]
Bill_Frist&4,Bill_Frist&5,[0.8360785]
Bob_Graham&2,Bob_Graham&4,[0.3679682]
Bob_Graham&3,Bob_Graham&6,[0.27512932]
Bob_Graham&4,Bob_Graham&6,[0.44842052]
Bob_Graham&5,Bob_Graham&6,[0.3389625]
Boris_Becker&2,Boris_Becker&6,[0.45464933]
Brad_Johnson&1,Brad_Johnson&3,[0.5023092]
Brad_Johnson&2,Brad_Johnson&3,[0.3132074]
Brad_Johnson&2,Brad_Johnson&4,[0.49322653]
Brian_Griese&1,Brian_Griese&2,[0.31892216]
Candice_Bergen&1,Candice_Bergen&2,[0.82989454]
Candice_Bergen&2,Candice_Bergen&3,[0.37785995]
Carla_Myers&1,Carla_Myers&2,[0.26135123]
Cathy_Freeman&1,Cathy_Freeman&2,[0.48529822]
Chang_Dae-whan&1,Chang_Dae-whan&2,[0.44722414]
Charles_Grassley&1,Charles_Grassley&2,[0.42446804]
