person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.550202]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.35553616]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.5577769]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.29578042]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.38572747]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.54595566]
Angela_Bassett&1,Angela_Bassett&5,[0.1788122]
Angela_Bassett&2,Angela_Bassett&5,[0.43821502]
Angela_Bassett&3,Angela_Bassett&4,[0.5126467]
Ann_Veneman&3,Ann_Veneman&5,[0.22716498]
Ann_Veneman&6,Ann_Veneman&10,[0.4595428]
Ann_Veneman&10,Ann_Veneman&11,[0.59341305]
Anthony_Fauci&1,Anthony_Fauci&2,[0.27102458]
Antony_Leung&1,Antony_Leung&2,[0.38214922]
Antony_Leung&2,Antony_Leung&3,[0.32905585]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.5131442]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.28928983]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.47533214]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.42240876]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.439112]
Bernard_Law&2,Bernard_Law&3,[0.55840147]
Bernard_Law&3,Bernard_Law&4,[0.61326957]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.4520377]
Bill_Frist&2,Bill_Frist&9,[0.5280419]
Bill_Frist&4,Bill_Frist&5,[0.72443295]
Bob_Graham&2,Bob_Graham&4,[0.40991634]
Bob_Graham&3,Bob_Graham&6,[0.26487052]
Bob_Graham&4,Bob_Graham&6,[0.4631831]
Bob_Graham&5,Bob_Graham&6,[0.42468894]
Boris_Becker&2,Boris_Becker&6,[0.5229289]
Brad_Johnson&1,Brad_Johnson&3,[0.49538314]
Brad_Johnson&2,Brad_Johnson&3,[0.4453035]
Brad_Johnson&2,Brad_Johnson&4,[0.54365957]
Brian_Griese&1,Brian_Griese&2,[0.2979015]
Candice_Bergen&1,Candice_Bergen&2,[0.4865741]
Candice_Bergen&2,Candice_Bergen&3,[0.41375577]
Carla_Myers&1,Carla_Myers&2,[0.27682745]
Cathy_Freeman&1,Cathy_Freeman&2,[0.5582107]
Chang_Dae-whan&1,Chang_Dae-whan&2,[0.32419348]
Charles_Grassley&1,Charles_Grassley&2,[0.43913698]
Clare_Short&1,Clare_Short&3,[0.38358343]
Clare_Short&1,Clare_Short&4,[0.4304495]
Corinne_Coman&1,Corinne_Coman&2,[0.3679849]
Dai_Bachtiar&1,Dai_Bachtiar&2,[0.3786875]
Dale_Earnhardt_Jr&1,Dale_Earnhardt_Jr&3,[0.583535]
David_Caruso&1,David_Caruso&2,[0.44010228]
Demi_Moore&1,Demi_Moore&3,[0.33616728]
Dick_Vermeil&1,Dick_Vermeil&2,[0.40095592]
Doris_Roberts&1,Doris_Roberts&2,[0.48419952]
Doris_Roberts&1,Doris_Roberts&3,[0.3060882]
Drew_Barrymore&1,Drew_Barrymore&2,[0.63319147]
Edmund_Stoiber&4,Edmund_Stoiber&7,[0.40570116]
Edmund_Stoiber&5,Edmund_Stoiber&7,[0.46570176]
Edmund_Stoiber&7,Edmund_Stoiber&12,[0.4498657]
Edmund_Stoiber&9,Edmund_Stoiber&11,[0.6851083]
Elinor_Caplan&1,Elinor_Caplan&2,[0.44705462]
Emmanuelle_Beart&1,Emmanuelle_Beart&2,[0.37231624]
Emmanuelle_Beart&1,Emmanuelle_Beart&3,[0.20940793]
Federico_Trillo&1,Federico_Trillo&2,[0.5765829]
Federico_Trillo&1,Federico_Trillo&3,[0.61106104]
Federico_Trillo&2,Federico_Trillo&3,[0.40446454]
Francis_Ford_Coppola&1,Francis_Ford_Coppola&2,[0.52974075]
Fred_Thompson&1,Fred_Thompson&2,[0.5211703]
Fred_Thompson&1,Fred_Thompson&3,[0.53093696]
Fred_Thompson&2,Fred_Thompson&3,[0.5350225]
Garry_Trudeau&1,Garry_Trudeau&2,[0.38794535]
Gary_Williams&1,Gary_Williams&2,[0.39548564]
Gene_Robinson&1,Gene_Robinson&2,[0.4904716]
Gene_Robinson&1,Gene_Robinson&3,[0.33304167]
Gene_Robinson&2,Gene_Robinson&3,[0.5104793]
George_Galloway&1,George_Galloway&3,[0.52879405]
George_Galloway&2,George_Galloway&3,[0.2814805]
George_Galloway&2,George_Galloway&4,[0.68857384]
Geraldine_Chaplin&1,Geraldine_Chaplin&2,[0.40368068]
