person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.51176953]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.28423035]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.5775956]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.21547389]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.45259273]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.6941531]
Angela_Bassett&1,Angela_Bassett&5,[0.15621853]
Angela_Bassett&2,Angela_Bassett&5,[0.256855]
Angela_Bassett&3,Angela_Bassett&4,[0.59307957]
Ann_Veneman&3,Ann_Veneman&5,[0.22397327]
Ann_Veneman&6,Ann_Veneman&10,[0.4486887]
Ann_Veneman&10,Ann_Veneman&11,[0.5693649]
Anthony_Fauci&1,Anthony_Fauci&2,[0.2516442]
Antony_Leung&1,Antony_Leung&2,[0.38740003]
Antony_Leung&2,Antony_Leung&3,[0.47179288]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.7686095]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.40099013]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.4298231]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.5213582]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.55545986]
Bernard_Law&2,Bernard_Law&3,[0.5712757]
Bernard_Law&3,Bernard_Law&4,[0.63970745]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.32005072]
Bill_Frist&2,Bill_Frist&9,[0.4066031]
Bill_Frist&4,Bill_Frist&5,[0.81023854]
Bob_Graham&2,Bob_Graham&4,[0.3651129]
Bob_Graham&3,Bob_Graham&6,[0.3200153]
Bob_Graham&4,Bob_Graham&6,[0.44006634]
Bob_Graham&5,Bob_Graham&6,[0.3864166]
Boris_Becker&2,Boris_Becker&6,[0.4822756]
Brad_Johnson&1,Brad_Johnson&3,[0.46349573]
Brad_Johnson&2,Brad_Johnson&3,[0.26590717]
Brad_Johnson&2,Brad_Johnson&4,[0.48568875]
Brian_Griese&1,Brian_Griese&2,[0.30539197]
Candice_Bergen&1,Candice_Bergen&2,[0.7685315]
Candice_Bergen&2,Candice_Bergen&3,[0.36792457]
Carla_Myers&1,Carla_Myers&2,[0.31518447]
Cathy_Freeman&1,Cathy_Freeman&2,[0.5287491]
Chang_Dae-whan&1,Chang_Dae-whan&2,[0.43442166]
Charles_Grassley&1,Charles_Grassley&2,[0.4930135]
Clare_Short&1,Clare_Short&3,[0.53695375]
Clare_Short&1,Clare_Short&4,[0.4714452]
Corinne_Coman&1,Corinne_Coman&2,[0.34649098]
Dai_Bachtiar&1,Dai_Bachtiar&2,[0.4399295]
Dale_Earnhardt_Jr&1,Dale_Earnhardt_Jr&3,[0.6360823]
David_Caruso&1,David_Caruso&2,[0.4967891]
Demi_Moore&1,Demi_Moore&3,[0.41785103]
Dick_Vermeil&1,Dick_Vermeil&2,[0.57863647]
Doris_Roberts&1,Doris_Roberts&2,[0.28625476]
Doris_Roberts&1,Doris_Roberts&3,[0.2423954]
Drew_Barrymore&1,Drew_Barrymore&2,[0.6728428]
Edmund_Stoiber&4,Edmund_Stoiber&7,[0.41925275]
Edmund_Stoiber&5,Edmund_Stoiber&7,[0.5372891]
Edmund_Stoiber&7,Edmund_Stoiber&12,[0.5767323]
Edmund_Stoiber&9,Edmund_Stoiber&11,[0.55474925]
Elinor_Caplan&1,Elinor_Caplan&2,[0.58047366]
Emmanuelle_Beart&1,Emmanuelle_Beart&2,[0.33713478]
Emmanuelle_Beart&1,Emmanuelle_Beart&3,[0.13836932]
Federico_Trillo&1,Federico_Trillo&2,[0.73328006]
Federico_Trillo&1,Federico_Trillo&3,[0.6429761]
Federico_Trillo&2,Federico_Trillo&3,[0.6036498]
Francis_Ford_Coppola&1,Francis_Ford_Coppola&2,[0.5242539]
Fred_Thompson&1,Fred_Thompson&2,[0.46793014]
Fred_Thompson&1,Fred_Thompson&3,[0.49941796]
Fred_Thompson&2,Fred_Thompson&3,[0.38737202]
Garry_Trudeau&1,Garry_Trudeau&2,[0.42697942]
Gary_Williams&1,Gary_Williams&2,[0.44978285]
Gene_Robinson&1,Gene_Robinson&2,[0.6464379]
Gene_Robinson&1,Gene_Robinson&3,[0.72064745]
Gene_Robinson&2,Gene_Robinson&3,[0.6528642]
George_Galloway&1,George_Galloway&3,[0.65164286]
George_Galloway&2,George_Galloway&3,[0.32182944]
George_Galloway&2,George_Galloway&4,[0.70468885]
Geraldine_Chaplin&1,Geraldine_Chaplin&2,[0.29152983]
Geraldine_Chaplin&1,Geraldine_Chaplin&4,[0.3602935]
Geraldine_Chaplin&3,Geraldine_Chaplin&4,[0.14714974]
Gerardo_Gambala&1,Gerardo_Gambala&2,[0.5153309]
Gian_Marco&1,Gian_Marco&2,[0.494169]
Gian_Marco&2,Gian_Marco&3,[0.578694]
Gillian_Anderson&1,Gillian_Anderson&2,[0.54977614]
Gordon_Brown&6,Gordon_Brown&9,[0.3330925]
Gordon_Brown&10,Gordon_Brown&13,[0.54084855]
Grant_Hackett&1,Grant_Hackett&2,[0.23726445]
Grant_Hackett&1,Grant_Hackett&3,[0.22901857]
Grant_Hackett&1,Grant_Hackett&5,[0.30476946]
Gray_Davis&7,Gray_Davis&22,[0.42108423]
