person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.4838699]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.37312472]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.50578266]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.34559536]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.4178183]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.64135164]
Angela_Bassett&1,Angela_Bassett&5,[0.25052845]
Angela_Bassett&2,Angela_Bassett&5,[0.53575563]
Angela_Bassett&3,Angela_Bassett&4,[0.5441911]
Ann_Veneman&3,Ann_Veneman&5,[0.30401373]
Ann_Veneman&6,Ann_Veneman&10,[0.47134644]
Ann_Veneman&10,Ann_Veneman&11,[0.60253394]
Anthony_Fauci&1,Anthony_Fauci&2,[0.32383704]
Antony_Leung&1,Antony_Leung&2,[0.41252363]
Antony_Leung&2,Antony_Leung&3,[0.42642057]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.5606852]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.29580373]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.57204735]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.45113337]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.4474001]
Bernard_Law&2,Bernard_Law&3,[0.5226201]
Bernard_Law&3,Bernard_Law&4,[0.574991]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.42999834]
Bill_Frist&2,Bill_Frist&9,[0.56089497]
Bill_Frist&4,Bill_Frist&5,[0.68964297]
Bob_Graham&2,Bob_Graham&4,[0.43131256]
Bob_Graham&3,Bob_Graham&6,[0.30806857]
Bob_Graham&4,Bob_Graham&6,[0.5205664]
Bob_Graham&5,Bob_Graham&6,[0.4736272]
Boris_Becker&2,Boris_Becker&6,[0.48850286]
Brad_Johnson&1,Brad_Johnson&3,[0.5573321]
Brad_Johnson&2,Brad_Johnson&3,[0.52049315]
Brad_Johnson&2,Brad_Johnson&4,[0.5260594]
Brian_Griese&1,Brian_Griese&2,[0.30421352]
Candice_Bergen&1,Candice_Bergen&2,[0.62780714]
Candice_Bergen&2,Candice_Bergen&3,[0.560618]
Carla_Myers&1,Carla_Myers&2,[0.32084215]
Cathy_Freeman&1,Cathy_Freeman&2,[0.5413836]
Chang_Dae-whan&1,Chang_Dae-whan&2,[0.3175305]
Charles_Grassley&1,Charles_Grassley&2,[0.5119138]
Clare_Short&1,Clare_Short&3,[0.45192307]
Clare_Short&1,Clare_Short&4,[0.5015167]
Corinne_Coman&1,Corinne_Coman&2,[0.42863452]
Dai_Bachtiar&1,Dai_Bachtiar&2,[0.40377438]
Dale_Earnhardt_Jr&1,Dale_Earnhardt_Jr&3,[0.6128769]
David_Caruso&1,David_Caruso&2,[0.4791627]
Demi_Moore&1,Demi_Moore&3,[0.35312253]
Dick_Vermeil&1,Dick_Vermeil&2,[0.5369487]
Doris_Roberts&1,Doris_Roberts&2,[0.5440996]
Doris_Roberts&1,Doris_Roberts&3,[0.32709002]
Drew_Barrymore&1,Drew_Barrymore&2,[0.6713833]
Edmund_Stoiber&4,Edmund_Stoiber&7,[0.40806115]
Edmund_Stoiber&5,Edmund_Stoiber&7,[0.5832238]
Edmund_Stoiber&7,Edmund_Stoiber&12,[0.527944]
Edmund_Stoiber&9,Edmund_Stoiber&11,[0.6754466]
Elinor_Caplan&1,Elinor_Caplan&2,[0.46831107]
Emmanuelle_Beart&1,Emmanuelle_Beart&2,[0.4176972]
Emmanuelle_Beart&1,Emmanuelle_Beart&3,[0.26395047]
Federico_Trillo&1,Federico_Trillo&2,[0.63912976]
Federico_Trillo&1,Federico_Trillo&3,[0.5936721]
Federico_Trillo&2,Federico_Trillo&3,[0.46244466]
Francis_Ford_Coppola&1,Francis_Ford_Coppola&2,[0.48318893]
Fred_Thompson&1,Fred_Thompson&2,[0.5226879]
Fred_Thompson&1,Fred_Thompson&3,[0.6169639]
Fred_Thompson&2,Fred_Thompson&3,[0.5661686]
Garry_Trudeau&1,Garry_Trudeau&2,[0.45132494]
Gary_Williams&1,Gary_Williams&2,[0.4364363]
Gene_Robinson&1,Gene_Robinson&2,[0.5146932]
Gene_Robinson&1,Gene_Robinson&3,[0.35155594]
Gene_Robinson&2,Gene_Robinson&3,[0.51736766]
George_Galloway&1,George_Galloway&3,[0.67394507]
George_Galloway&2,George_Galloway&3,[0.26124674]
George_Galloway&2,George_Galloway&4,[0.62448347]
Geraldine_Chaplin&1,Geraldine_Chaplin&2,[0.40698928]
Geraldine_Chaplin&1,Geraldine_Chaplin&4,[0.47691345]
Geraldine_Chaplin&3,Geraldine_Chaplin&4,[0.3224916]
Gerardo_Gambala&1,Gerardo_Gambala&2,[0.40466923]
Gian_Marco&1,Gian_Marco&2,[0.5126583]
Gian_Marco&2,Gian_Marco&3,[0.6871866]
Gillian_Anderson&1,Gillian_Anderson&2,[0.46200264]
Gordon_Brown&6,Gordon_Brown&9,[0.47953135]
Gordon_Brown&10,Gordon_Brown&13,[0.7051961]
Grant_Hackett&1,Grant_Hackett&2,[0.3060187]
Grant_Hackett&1,Grant_Hackett&3,[0.39275753]
Grant_Hackett&1,Grant_Hackett&5,[0.38041794]
Gray_Davis&7,Gray_Davis&22,[0.4833535]
Gray_Davis&21,Gray_Davis&26,[0.39918518]
Gregg_Popovich&1,Gregg_Popovich&5,[0.50240296]
Gregg_Popovich&3,Gregg_Popovich&4,[0.6159036]
Guy_Ritchie&1,Guy_Ritchie&2,[0.5717543]
Hamzah_Haz&1,Hamzah_Haz&2,[0.5332196]
Harbhajan_Singh&1,Harbhajan_Singh&2,[0.4927184]
Hootie_Johnson&1,Hootie_Johnson&2,[0.6429873]
Hugo_Chavez&2,Hugo_Chavez&27,[0.5434895]
Hugo_Chavez&27,Hugo_Chavez&53,[0.53899324]
Hugo_Chavez&36,Hugo_Chavez&51,[0.46231675]
Hugo_Chavez&41,Hugo_Chavez&50,[0.31272936]
Hugo_Chavez&45,Hugo_Chavez&56,[0.47909945]
Isaiah_Washington&1,Isaiah_Washington&2,[0.7516129]
Jack_Grubman&1,Jack_Grubman&2,[0.3440761]
Jacques_Rogge&1,Jacques_Rogge&9,[0.46239847]
Jacques_Rogge&3,Jacques_Rogge&7,[0.4820943]
Jacques_Rogge&3,Jacques_Rogge&10,[0.35187304]
Jacques_Rogge&4,Jacques_Rogge&6,[0.4180981]
Jacques_Rogge&4,Jacques_Rogge&9,[0.4074931]
Jacques_Rogge&5,Jacques_Rogge&8,[0.4521054]
Jacques_Rogge&6,Jacques_Rogge&8,[0.38012838]
James_Caan&1,James_Caan&2,[0.37133682]
James_Caan&1,James_Caan&3,[0.38864803]
James_Caan&2,James_Caan&3,[0.3704394]
James_Jones&1,James_Jones&2,[0.62778497]
Jamling_Norgay&1,Jamling_Norgay&2,[0.32261568]
Janica_Kostelic&1,Janica_Kostelic&2,[0.60629594]
Jeanne_Moreau&1,Jeanne_Moreau&2,[0.3836149]
Jeffrey_Archer&1,Jeffrey_Archer&2,[0.45396274]
Jennifer_Garner&1,Jennifer_Garner&3,[0.51196307]
Jennifer_Garner&4,Jennifer_Garner&9,[0.4063896]
Jennifer_Garner&5,Jennifer_Garner&6,[0.470757]
Jennifer_Garner&5,Jennifer_Garner&9,[0.29846632]
Jennifer_Garner&7,Jennifer_Garner&12,[0.49724245]
Jennifer_Garner&8,Jennifer_Garner&11,[0.44250703]
Jeremy_Greenstock&2,Jeremy_Greenstock&24,[0.41845715]
Jeremy_Greenstock&3,Jeremy_Greenstock&22,[0.654399]
Jeremy_Greenstock&5,Jeremy_Greenstock&11,[0.59398586]
Jeremy_Greenstock&10,Jeremy_Greenstock&14,[0.42978764]
Jeremy_Greenstock&17,Jeremy_Greenstock&21,[0.49678087]
Jessica_Lange&1,Jessica_Lange&2,[0.49142218]
Jimmy_Carter&1,Jimmy_Carter&7,[0.39920956]
Jimmy_Carter&4,Jimmy_Carter&6,[0.3511486]
Jimmy_Carter&5,Jimmy_Carter&8,[0.48631293]
Jimmy_Carter&6,Jimmy_Carter&7,[0.4027729]
Jodie_Foster&1,Jodie_Foster&2,[0.38821805]
John_Manley&1,John_Manley&6,[0.65998876]
John_Manley&2,John_Manley&5,[0.50672024]
John_McCain&2,John_McCain&3,[0.5367722]
John_McCain&3,John_McCain&7,[0.4279117]
John_McCain&6,John_McCain&7,[0.5095686]
John_Snow&3,John_Snow&15,[0.47572184]
John_Snow&4,John_Snow&16,[0.4635334]
John_Snow&9,John_Snow&11,[0.36655557]
Johnson_Panjaitan&1,Johnson_Panjaitan&2,[0.27802205]
Jorge_Castaneda&1,Jorge_Castaneda&2,[0.47566378]
Jose_Serra&1,Jose_Serra&9,[0.44096506]
Jose_Serra&2,Jose_Serra&8,[0.36525667]
Jose_Serra&3,Jose_Serra&5,[0.6831738]
Jose_Serra&3,Jose_Serra&7,[0.4422046]
Jose_Serra&6,Jose_Serra&9,[0.496428]
Jose_Theodore&1,Jose_Theodore&2,[0.5314517]
Joseph_Blatter&1,Joseph_Blatter&2,[0.61223406]
Joseph_Ralston&1,Joseph_Ralston&2,[0.5174088]
Juan_Pablo_Montoya&1,Juan_Pablo_Montoya&8,[0.60075486]
Juan_Pablo_Montoya&2,Juan_Pablo_Montoya&4,[0.31194293]
Juan_Pablo_Montoya&4,Juan_Pablo_Montoya&5,[0.6171185]
Julianna_Margulies&1,Julianna_Margulies&2,[0.44379717]
Justin_Guarini&1,Justin_Guarini&2,[0.6206392]
Justin_Guarini&2,Justin_Guarini&3,[0.28089875]
Justine_Henin&2,Justine_Henin&3,[0.3911438]
Kate_Winslet&1,Kate_Winslet&2,[0.5279869]
Kate_Winslet&1,Kate_Winslet&4,[0.4891925]
Kate_Winslet&2,Kate_Winslet&3,[0.50195444]
Kate_Winslet&2,Kate_Winslet&4,[0.65054846]
Kathy_Winters&1,Kathy_Winters&2,[0.11867392]
Kelvin_Sampson&1,Kelvin_Sampson&2,[0.33507752]
Kevin_Stallings&1,Kevin_Stallings&2,[0.37698358]
Kim_Jong-Il&2,Kim_Jong-Il&3,[0.18961012]
Kristin_Davis&1,Kristin_Davis&2,[0.23732251]
Kristin_Davis&2,Kristin_Davis&3,[0.2975521]
Lance_Armstrong&1,Lance_Armstrong&17,[0.46521795]
Lance_Armstrong&5,Lance_Armstrong&10,[0.70826524]
Lance_Armstrong&7,Lance_Armstrong&11,[0.40934634]
Lance_Armstrong&10,Lance_Armstrong&18,[0.5307223]
Lance_Armstrong&14,Lance_Armstrong&17,[0.78018403]
Laurent_Jalabert&1,Laurent_Jalabert&2,[0.44437313]
Lindsey_Graham&1,Lindsey_Graham&2,[0.4766237]
Lisa_Gottsegen&1,Lisa_Gottsegen&2,[0.32625812]
Lleyton_Hewitt&1,Lleyton_Hewitt&13,[0.45150793]
Lleyton_Hewitt&16,Lleyton_Hewitt&27,[0.33721375]
Lleyton_Hewitt&18,Lleyton_Hewitt&37,[0.46997273]
Lleyton_Hewitt&24,Lleyton_Hewitt&36,[0.3539555]
Luis_Ernesto_Derbez_Bautista&3,Luis_Ernesto_Derbez_Bautista&6,[0.52729666]
Mario_Dumont&1,Mario_Dumont&2,[0.49267054]
Mark_Wahlberg&1,Mark_Wahlberg&3,[0.71672386]
Mark_Wahlberg&2,Mark_Wahlberg&3,[0.59065235]
Mark_Wahlberg&2,Mark_Wahlberg&4,[0.41687828]
Marlene_Weingartner&1,Marlene_Weingartner&2,[0.69891256]
Martha_Bowen&1,Martha_Bowen&2,[0.43395156]
Martin_Cauchon&1,Martin_Cauchon&2,[0.36136663]
Martin_Hoellwarth&1,Martin_Hoellwarth&2,[0.58705056]
Martin_Sheen&1,Martin_Sheen&2,[0.37100565]
Matthew_Broderick&1,Matthew_Broderick&4,[0.52702945]
Matthew_Broderick&2,Matthew_Broderick&3,[0.46943897]
