person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.48801434]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.36819518]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.44911277]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.32364714]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.45400536]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.6054673]
Angela_Bassett&1,Angela_Bassett&5,[0.23974168]
Angela_Bassett&2,Angela_Bassett&5,[0.50780046]
Angela_Bassett&3,Angela_Bassett&4,[0.5210428]
Ann_Veneman&3,Ann_Veneman&5,[0.2733221]
Ann_Veneman&6,Ann_Veneman&10,[0.42496365]
Ann_Veneman&10,Ann_Veneman&11,[0.5315184]
Anthony_Fauci&1,Anthony_Fauci&2,[0.31802315]
Antony_Leung&1,Antony_Leung&2,[0.46805924]
Antony_Leung&2,Antony_Leung&3,[0.3938644]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.5146581]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.2674786]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.5049481]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.418769]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.4528677]
Bernard_Law&2,Bernard_Law&3,[0.5028357]
Bernard_Law&3,Bernard_Law&4,[0.5340277]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.42568934]
Bill_Frist&2,Bill_Frist&9,[0.5186795]
Bill_Frist&4,Bill_Frist&5,[0.68807805]
Bob_Graham&2,Bob_Graham&4,[0.49677324]
Bob_Graham&3,Bob_Graham&6,[0.29203248]
Bob_Graham&4,Bob_Graham&6,[0.50571644]
Bob_Graham&5,Bob_Graham&6,[0.4416349]
Boris_Becker&2,Boris_Becker&6,[0.5516725]
Brad_Johnson&1,Brad_Johnson&3,[0.49826282]
Brad_Johnson&2,Brad_Johnson&3,[0.5251533]
Brad_Johnson&2,Brad_Johnson&4,[0.5545548]
Brian_Griese&1,Brian_Griese&2,[0.26493347]
Candice_Bergen&1,Candice_Bergen&2,[0.56977034]
Candice_Bergen&2,Candice_Bergen&3,[0.54369307]
Carla_Myers&1,Carla_Myers&2,[0.31484067]
