person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.4814204]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.3426684]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.46663994]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.25699544]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.357208]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.5122445]
Angela_Bassett&1,Angela_Bassett&5,[0.18616349]
Angela_Bassett&2,Angela_Bassett&5,[0.46784508]
Angela_Bassett&3,Angela_Bassett&4,[0.4731418]
Ann_Veneman&3,Ann_Veneman&5,[0.2663976]
Ann_Veneman&6,Ann_Veneman&10,[0.3778516]
Ann_Veneman&10,Ann_Veneman&11,[0.5460693]
Anthony_Fauci&1,Anthony_Fauci&2,[0.27067262]
Antony_Leung&1,Antony_Leung&2,[0.3451789]
Antony_Leung&2,Antony_Leung&3,[0.39390248]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.54453266]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.21798849]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.54211134]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.45070493]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.58006823]
Bernard_Law&2,Bernard_Law&3,[0.6162423]
Bernard_Law&3,Bernard_Law&4,[0.48558557]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.41951776]
Bill_Frist&2,Bill_Frist&9,[0.45718718]
Bill_Frist&4,Bill_Frist&5,[0.71911335]
Bob_Graham&2,Bob_Graham&4,[0.3001325]
Bob_Graham&3,Bob_Graham&6,[0.3108133]
Bob_Graham&4,Bob_Graham&6,[0.40448517]
Bob_Graham&5,Bob_Graham&6,[0.33328635]
Boris_Becker&2,Boris_Becker&6,[0.4096706]
Brad_Johnson&1,Brad_Johnson&3,[0.4370662]
Brad_Johnson&2,Brad_Johnson&3,[0.41375732]
Brad_Johnson&2,Brad_Johnson&4,[0.4200071]
Brian_Griese&1,Brian_Griese&2,[0.2554735]
Candice_Bergen&1,Candice_Bergen&2,[0.59083354]
Candice_Bergen&2,Candice_Bergen&3,[0.46768492]
Carla_Myers&1,Carla_Myers&2,[0.31562376]
Cathy_Freeman&1,Cathy_Freeman&2,[0.45724058]
Chang_Dae-whan&1,Chang_Dae-whan&2,[0.35634184]
Charles_Grassley&1,Charles_Grassley&2,[0.4920478]
Clare_Short&1,Clare_Short&3,[0.40991318]
Clare_Short&1,Clare_Short&4,[0.37336397]
Corinne_Coman&1,Corinne_Coman&2,[0.3996392]
Dai_Bachtiar&1,Dai_Bachtiar&2,[0.33592272]
Dale_Earnhardt_Jr&1,Dale_Earnhardt_Jr&3,[0.67845696]
David_Caruso&1,David_Caruso&2,[0.3973421]
Demi_Moore&1,Demi_Moore&3,[0.41655767]
Dick_Vermeil&1,Dick_Vermeil&2,[0.40615118]
Doris_Roberts&1,Doris_Roberts&2,[0.37402755]
Doris_Roberts&1,Doris_Roberts&3,[0.29872155]
Drew_Barrymore&1,Drew_Barrymore&2,[0.6284232]
Edmund_Stoiber&4,Edmund_Stoiber&7,[0.50292224]
Edmund_Stoiber&5,Edmund_Stoiber&7,[0.5220907]
Edmund_Stoiber&7,Edmund_Stoiber&12,[0.6619709]
Edmund_Stoiber&9,Edmund_Stoiber&11,[0.5533227]
Elinor_Caplan&1,Elinor_Caplan&2,[0.37460887]
Emmanuelle_Beart&1,Emmanuelle_Beart&2,[0.3533888]
Emmanuelle_Beart&1,Emmanuelle_Beart&3,[0.2048819]
Federico_Trillo&1,Federico_Trillo&2,[0.6164181]
Federico_Trillo&1,Federico_Trillo&3,[0.6050615]
Federico_Trillo&2,Federico_Trillo&3,[0.43883103]
Francis_Ford_Coppola&1,Francis_Ford_Coppola&2,[0.47017318]
Fred_Thompson&1,Fred_Thompson&2,[0.4948486]
Fred_Thompson&1,Fred_Thompson&3,[0.58640814]
Fred_Thompson&2,Fred_Thompson&3,[0.43668902]
Garry_Trudeau&1,Garry_Trudeau&2,[0.39754558]
Gary_Williams&1,Gary_Williams&2,[0.37937802]
Gene_Robinson&1,Gene_Robinson&2,[0.445648]
Gene_Robinson&1,Gene_Robinson&3,[0.4629823]
Gene_Robinson&2,Gene_Robinson&3,[0.42524147]
George_Galloway&1,George_Galloway&3,[0.59755945]
George_Galloway&2,George_Galloway&3,[0.25074756]
George_Galloway&2,George_Galloway&4,[0.63369024]
Geraldine_Chaplin&1,Geraldine_Chaplin&2,[0.39934373]
Geraldine_Chaplin&1,Geraldine_Chaplin&4,[0.55200684]
Geraldine_Chaplin&3,Geraldine_Chaplin&4,[0.21015728]
Gerardo_Gambala&1,Gerardo_Gambala&2,[0.45776123]
Gian_Marco&1,Gian_Marco&2,[0.3045627]
Gian_Marco&2,Gian_Marco&3,[0.38333774]
Gillian_Anderson&1,Gillian_Anderson&2,[0.4384585]
Gordon_Brown&6,Gordon_Brown&9,[0.3123449]
Gordon_Brown&10,Gordon_Brown&13,[0.48372716]
Grant_Hackett&1,Grant_Hackett&2,[0.30195904]
Grant_Hackett&1,Grant_Hackett&3,[0.23494041]
Grant_Hackett&1,Grant_Hackett&5,[0.389058]
Gray_Davis&7,Gray_Davis&22,[0.42734993]
Gray_Davis&21,Gray_Davis&26,[0.29619318]
Gregg_Popovich&1,Gregg_Popovich&5,[0.40814912]
Gregg_Popovich&3,Gregg_Popovich&4,[0.37447876]
Guy_Ritchie&1,Guy_Ritchie&2,[0.71771]
Hamzah_Haz&1,Hamzah_Haz&2,[0.41525245]
Harbhajan_Singh&1,Harbhajan_Singh&2,[0.30132818]
Hootie_Johnson&1,Hootie_Johnson&2,[0.6998683]
Hugo_Chavez&2,Hugo_Chavez&27,[0.6170139]
Hugo_Chavez&27,Hugo_Chavez&53,[0.50544125]
Hugo_Chavez&36,Hugo_Chavez&51,[0.34587467]
Hugo_Chavez&41,Hugo_Chavez&50,[0.35543692]
