person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Abel_Pacheco&1,Abel_Pacheco&4,[0.7974222]
Akhmed_Zakayev&1,Akhmed_Zakayev&3,[0.388157]
Akhmed_Zakayev&2,Akhmed_Zakayev&3,[0.53738225]
Amber_Tamblyn&1,Amber_Tamblyn&2,[0.22873747]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&3,[0.46251082]
Anders_Fogh_Rasmussen&1,Anders_Fogh_Rasmussen&4,[0.6278328]
Angela_Bassett&1,Angela_Bassett&5,[0.13659531]
Angela_Bassett&2,Angela_Bassett&5,[0.30949408]
Angela_Bassett&3,Angela_Bassett&4,[0.6410081]
Ann_Veneman&3,Ann_Veneman&5,[0.27474022]
Ann_Veneman&6,Ann_Veneman&10,[0.35797238]
Ann_Veneman&10,Ann_Veneman&11,[0.5385777]
Anthony_Fauci&1,Anthony_Fauci&2,[0.25607628]
Antony_Leung&1,Antony_Leung&2,[0.47236145]
Antony_Leung&2,Antony_Leung&3,[0.58702576]
Anwar_Ibrahim&1,Anwar_Ibrahim&2,[0.8025402]
Augusto_Pinochet&1,Augusto_Pinochet&2,[0.29367393]
Barbara_Brezigar&1,Barbara_Brezigar&2,[0.5490539]
Benjamin_Netanyahu&1,Benjamin_Netanyahu&4,[0.5130812]
Benjamin_Netanyahu&4,Benjamin_Netanyahu&5,[0.7216605]
Bernard_Law&2,Bernard_Law&3,[0.70044816]
Bernard_Law&3,Bernard_Law&4,[0.5809577]
Bertrand_Bonello&1,Bertrand_Bonello&2,[0.3271197]
Bill_Frist&2,Bill_Frist&9,[0.59694916]
Bill_Frist&4,Bill_Frist&5,[0.88217413]
Bob_Graham&2,Bob_Graham&4,[0.44769824]
Bob_Graham&3,Bob_Graham&6,[0.3318178]
Bob_Graham&4,Bob_Graham&6,[0.3722101]
Bob_Graham&5,Bob_Graham&6,[0.4311332]
Boris_Becker&2,Boris_Becker&6,[0.42108494]
Brad_Johnson&1,Brad_Johnson&3,[0.5529298]
Brad_Johnson&2,Brad_Johnson&3,[0.369218]
Brad_Johnson&2,Brad_Johnson&4,[0.5742583]
Brian_Griese&1,Brian_Griese&2,[0.40853864]
Candice_Bergen&1,Candice_Bergen&2,[0.7704092]
Candice_Bergen&2,Candice_Bergen&3,[0.38465255]
Carla_Myers&1,Carla_Myers&2,[0.34042537]
Cathy_Freeman&1,Cathy_Freeman&2,[0.6026438]
Chang_Dae-whan&1,Chang_Dae-whan&2,[0.51456094]
Charles_Grassley&1,Charles_Grassley&2,[0.42056674]
Clare_Short&1,Clare_Short&3,[0.57397425]
Clare_Short&1,Clare_Short&4,[0.55955094]
Corinne_Coman&1,Corinne_Coman&2,[0.3030939]
Dai_Bachtiar&1,Dai_Bachtiar&2,[0.45025736]
Dale_Earnhardt_Jr&1,Dale_Earnhardt_Jr&3,[0.6545741]
David_Caruso&1,David_Caruso&2,[0.41360182]
Demi_Moore&1,Demi_Moore&3,[0.45164]
Dick_Vermeil&1,Dick_Vermeil&2,[0.6166127]
Doris_Roberts&1,Doris_Roberts&2,[0.35236788]
Doris_Roberts&1,Doris_Roberts&3,[0.28642106]
Drew_Barrymore&1,Drew_Barrymore&2,[0.5554637]
Edmund_Stoiber&4,Edmund_Stoiber&7,[0.47530985]
Edmund_Stoiber&5,Edmund_Stoiber&7,[0.5576894]
Edmund_Stoiber&7,Edmund_Stoiber&12,[0.58729935]
Edmund_Stoiber&9,Edmund_Stoiber&11,[0.52205]
Elinor_Caplan&1,Elinor_Caplan&2,[0.48507988]
